06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
08/12-08:49:48.551429  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.120.10:1081 -> 12.129.210.71:80
08/14-17:38:19.514878  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.41.10:1238 -> 23.15.139.196:80
08/14-17:38:19.828964  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 69.194.244.11:80 -> 192.168.41.10:1289
09/11-03:02:49.707616  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.122.10:1100 -> 212.4.107.188:80
03/08-19:09:10.677381  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 176.9.195.94:80 -> 192.168.80.10:1041
07/25-15:21:01.366133  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.98.144.35:80 -> 192.168.61.10:1045
07/25-15:21:17.740649  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.61.10:1062 -> 66.85.130.234:53
03/26-00:40:19.685643  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 79.137.237.62:80 -> 192.168.111.10:1037
11/06-15:25:17.548058  [**] [1:2017102:2] ET CURRENT_EVENTS /Styx EK - /jorg.html [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.82.10:1045 -> 66.199.250.147:80
12/13-23:50:06.686027  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1055 -> 67.207.138.104:80
12/13-23:50:24.607130  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1070 -> 189.113.2.194:80
03/25-15:27:45.726245  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 5.9.199.198:80 -> 192.168.57.10:1043
06/25-17:13:43.336443  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.62.10:1112 -> 83.133.123.20:53
05/05-08:39:58.659216  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.97.10:1055 -> 37.59.198.59:80
06/22-12:51:34.180094  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.35:80 -> 192.168.22.10:1038
02/24-20:09:27.743731  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.18.10:1151
09/20-16:26:01.741637  [**] [1:2012169:10] ET TROJAN Potential Blackhole Exploit Pack Binary Load Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.49.10:1036 -> 146.185.242.8:80
09/10-08:33:57.627155  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 69.194.244.11:80 -> 192.168.77.10:1105
09/10-08:34:16.101764  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.77.10:1150 -> 194.165.17.4:53
09/10-08:34:25.973501  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 89.146.90.144 -> 192.168.77.10
07/30-01:06:59.692489  [**] [1:2013685:1] ET TROJAN ZeroAccess/Max++ Rootkit C&C Activity 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.93.10:1068 -> 95.64.46.44:80
06/03-05:32:35.987265  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.94.10:1039 -> 89.149.226.216:80
06/03-05:33:17.940919  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.94.10:1078 -> 83.133.123.20:53
05/27-19:38:14.346805  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
05/26-00:52:19.034495  [**] [1:2010517:6] ET WEB_SERVER Possible HTTP 404 XSS Attempt (Local Source) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 173.254.50.128:80 -> 192.168.47.10:1094
10/02-15:21:28.157787  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 68.194.61.176:22292 -> 192.168.99.10:1080
05/30-21:18:20.196073  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 64.94.107.38:80 -> 192.168.10.10:1203
08/30-01:52:48.056162  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 208.70.79.229:80 -> 192.168.37.10:1081
06/30-09:21:30.040946  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.28:80 -> 192.168.31.10:1041
02/24-18:44:39.258689  [**] [1:2015929:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.55.10:1041 -> 72.167.131.220:80
07/11-11:44:43.948213  [**] [1:556:5] P2P Outbound GNUTella client request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.70.10:1091 -> 86.4.55.219:6346
12/23-14:33:11.737890  [**] [1:2018234:1] ET INFO JAR Sent Claiming To Be Text Content - Likely Exploit Kit [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 95.57.120.135:80 -> 192.168.67.10:1058
07/02-03:19:56.981469  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.254.239:80 -> 192.168.7.10:1053
07/02-03:19:57.633151  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.254.239:80 -> 192.168.7.10:1053
07/11-11:13:56.739215  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.134.154:80 -> 192.168.35.10:1546
07/11-11:13:58.458452  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.35.10:1269 -> 98.139.225.43:80
04/16-15:26:15.053432  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.72.10:1052 -> 239.255.255.250:1900
02/26-16:40:55.194039  [**] [1:2017064:18] ET CURRENT_EVENTS Cool/BHEK/Goon Applet with Alpha-Numeric Encoded HTML entity [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 66.96.145.104:80 -> 192.168.115.10:1034
02/23-02:41:46.549554  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.72.10:1038 -> 239.255.255.250:1900
02/07-19:23:52.133135  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
02/07-19:24:38.607326  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 184.172.109.158:80 -> 192.168.21.10:1065
12/29-15:36:43.457964  [**] [1:2015820:1] ET INFO Suspicious Windows NT version 7 User-Agent [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.105.10:1055 -> 195.20.141.23:80
09/20-16:05:19.573587  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.73.10:1044 -> 89.208.34.81:80
09/20-16:05:21.993582  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.73.10:1050 -> 89.208.34.81:80
06/03-15:57:31.336895  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 89.149.226.216:80 -> 192.168.6.10:1040
07/11-12:34:50.492360  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.39.10:1055 -> 213.108.252.185:80
07/01-22:39:46.600774  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 37.157.254.240:80 -> 192.168.40.10:1049
01/20-20:42:45.201700  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 93.190.44.171:80 -> 192.168.13.10:1033
06/01-13:42:54.999393  [**] [1:2015483:2] ET INFO Java .jar request to dotted-quad domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.81.10:1049 -> 188.72.248.203:80
02/18-17:49:48.073461  [**] [1:2014034:1] ET CURRENT_EVENTS DRIVEBY Generic Java Rhino Scripting Engine Exploit Previously Requested net.class [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.55.10:1065 -> 95.142.170.44:80
08/04-20:53:13.829726  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 66.39.3.161:80 -> 192.168.39.10:1102
08/04-20:53:13.829726  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 66.39.3.161:80 -> 192.168.39.10:1102
07/21-04:04:55.636632  [**] [1:2013172:2] ET DNS DNS Query for a Suspicious *.cu.cc domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.86.10:1029 -> 4.2.2.3:53
12/14-05:34:51.831947  [**] [1:2014032:1] ET CURRENT_EVENTS DRIVEBY Generic Java Rhino Scripting Engine Exploit Previously Requested org.class [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.73.10:1048 -> 94.209.0.152:80
03/24-18:44:20.495732  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.7.10:1061 -> 79.142.66.240:80
05/07-15:13:57.671711  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
06/13-21:13:44.029732  [**] [1:2014895:5] ET CURRENT_EVENTS RedKit - Landing Page Received - applet and code [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.196:80 -> 192.168.7.10:1042
06/13-21:13:59.820490  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.7.10:1044 -> 37.157.255.196:80
06/13-21:14:00.639531  [**] [1:2014264:5] ET POLICY IP Geo Location Request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.7.10:1046 -> 208.91.207.10:80
09/09-23:09:38.955331  [**] [1:2016800:3] ET TROJAN Medfos Connectivity Check [**] [Classification: Misc activity] [Priority: 3] {TCP} 192.168.94.10:1056 -> 78.140.131.151:80
01/25-00:32:43.241960  [**] [1:2002945:10] ET POLICY Java Url Lib User Agent Web Crawl [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.10.10:1065 -> 91.217.153.188:80
02/14-18:30:18.493453  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 97.74.215.233:80 -> 192.168.70.10:1078
11/07-20:22:14.636609  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.15.10:1066 -> 66.85.130.234:53
07/23-18:45:39.434962  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 212.69.175.122:80 -> 192.168.54.10:1054
07/23-18:45:48.064373  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 212.69.175.122:80 -> 192.168.54.10:1057
07/06-16:39:44.868910  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.43.10:1078 -> 239.255.255.250:1900
06/01-04:49:05.485725  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 188.72.248.168:80 -> 192.168.9.10:1039
12/03-17:09:05.702521  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.231.134.194:80 -> 192.168.60.10:1113
12/03-17:09:13.330320  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.252.100.20:80 -> 192.168.60.10:1159
12/17-14:43:01.095935  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 174.121.11.116:80 -> 192.168.49.10:1180
11/18-05:23:07.939972  [**] [1:2018813:1] ET INFO DYNAMIC_DNS HTTP Request to *.rr.nu Domain (Sitelutions) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.56.10:1039 -> 79.133.196.110:80
07/23-06:14:29.739504  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.15.10:1098
07/23-06:14:35.655699  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.15.10:1250
07/23-06:14:44.220060  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.15.10:1468
07/23-06:14:45.315158  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 89.248.172.19:80 -> 192.168.15.10:1031
07/23-06:14:50.747420  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 156.154.70.1:53 -> 192.168.15.10:1637
03/14-22:24:37.088941  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 74.53.76.129:80 -> 192.168.111.10:1054
05/24-23:13:38.981530  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 193.169.245.113:80 -> 192.168.83.10:1071
01/12-21:13:19.587244  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 176.32.101.81:80 -> 192.168.52.10:1208
09/18-21:46:27.698259  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 109.236.82.48:80 -> 192.168.73.10:1048
06/15-04:58:32.745391  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.55.10:1042 -> 37.157.255.30:80
05/22-16:17:15.805309  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.3.10:1051 -> 178.162.170.64:80
05/22-16:17:53.209039  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.3.10:1083 -> 83.133.123.20:53
06/16-00:17:36.049774  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.91.10:1052 -> 37.157.255.170:80
11/11-15:12:48.222321  [**] [1:2013415:2] ET INFO HTTP Request to a *.cz.tf domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.128.10:1036 -> 91.230.111.9:80
06/12-03:25:20.753464  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 54.239.142.234:80 -> 192.168.106.10:1178
10/07-20:23:19.280835  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.46.10:1045 -> 78.83.177.244:80
12/30-16:04:51.491777  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 46.249.37.22:80 -> 192.168.49.10:1030
03/07-22:30:56.583370  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
03/07-22:31:11.279661  [**] [1:853:9] WEB-CGI wrap access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.90.10:1040 -> 192.185.156.244:80
02/26-14:32:57.270452  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 194.44.49.40:80 -> 192.168.44.10:1118
05/30-17:58:33.516728  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 96.7.131.167:80 -> 192.168.15.10:1443
05/30-17:58:36.660257  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 68.67.128.78:80 -> 192.168.15.10:1130
05/30-17:58:41.968784  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 68.67.128.78:80 -> 192.168.15.10:1133
05/30-17:59:20.645122  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.15.10:2024 -> 205.210.186.156:80
08/06-10:53:51.785451  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 187.61.61.167:80 -> 192.168.18.10:1049
06/30-03:09:43.978478  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.28:80 -> 192.168.91.10:1039
11/19-15:36:04.314078  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.70.10:1085 -> 239.255.255.250:1900
08/17-08:51:10.610842  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.121.10:1050 -> 91.193.74.13:53
